run_id,strategy,plot_position,season,plot_x,plot_y,grain_tha,pest_loss_tha,spray_count,resistant_fraction,cost_per_spray
none_2,none,edge,1,6,9,2.3554998687256794,1.652077731274321,0,0.0,100.0
none_2,none,edge,1,7,9,2.3507217601533306,1.6568558398466693,0,0.0,100.0
none_2,none,edge,1,8,9,2.285188728432149,1.722388871567853,0,0.0,100.0
none_2,none,corner,1,9,9,2.419756430254319,1.5878211697456805,0,0.0,100.0
none_3,none,corner,1,0,0,2.5675525955274963,1.4400250044725034,0,0.0,100.0
none_3,none,edge,1,1,0,2.2927013510083745,1.7148762489916276,0,0.0,100.0
none_3,none,edge,1,2,0,2.3296104149240557,1.6779671850759446,0,0.0,100.0
none_3,none,edge,1,3,0,2.3608178091133074,1.6467597908866929,0,0.0,100.0
none_3,none,edge,1,4,0,2.4476031095040827,1.5599744904959159,0,0.0,100.0
none_3,none,edge,1,5,0,2.416045029249997,1.5915325707500028,0,0.0,100.0
none_3,none,edge,1,6,0,2.388871234822712,1.6187063651772875,0,0.0,100.0
none_3,none,edge,1,7,0,2.367075793407351,1.6405018065926484,0,0.0,100.0
none_3,none,edge,1,8,0,2.3409719713224106,1.6666056286775919,0,0.0,100.0
none_3,none,corner,1,9,0,2.4673434506876455,1.5402341493123524,0,0.0,100.0
none_3,none,edge,1,0,1,2.314827992759405,1.6927496072405968,0,0.0,100.0
none_3,none,interior,1,1,1,2.2580996640272035,1.7494779359727974,0,0.0,100.0
none_3,none,interior,1,2,1,2.2633971113240814,1.7441804886759193,0,0.0,100.0
none_3,none,interior,1,3,1,2.2739454345806123,1.7336321654193887,0,0.0,100.0
none_3,none,interior,1,4,1,2.287995733173629,1.7195818668263712,0,0.0,100.0
none_3,none,interior,1,5,1,2.3108724236641014,1.6967051763358987,0,0.0,100.0
none_3,none,interior,1,6,1,2.2994723338967784,1.7081052661032217,0,0.0,100.0
none_3,none,interior,1,7,1,2.2718315129169704,1.7357460870830304,0,0.0,100.0
none_3,none,interior,1,8,1,2.269585210148069,1.7379923898519314,0,0.0,100.0
none_3,none,edge,1,9,1,2.342849685587016,1.6647279144129874,0,0.0,100.0
none_3,none,edge,1,0,2,2.3312012824974704,1.6763763175025306,0,0.0,100.0
