run_id,strategy,calendar_interval,season,grain_tha,pest_loss_tha,spray_count,end_money,cost_per_spray
calendar_91,calendar,14,2,3.392802771778422,0.6147748282215776,5,23822.539018823198,100.0
calendar_88,calendar,14,2,3.3227577970769193,0.6848198029230815,5,23992.722999339974,100.0
calendar_89,calendar,14,2,3.3474517255873906,0.6601258744126097,5,24004.591336011843,100.0
calendar_90,calendar,14,3,3.2727849734395207,0.7347926265604777,5,33451.96602774227,100.0
calendar_91,calendar,14,3,3.3429309469895148,0.6646466530104854,5,33351.33185979174,100.0
calendar_88,calendar,14,3,3.3323758041330094,0.6752017958669913,5,33489.850411739004,100.0
calendar_89,calendar,14,3,3.2500865234351117,0.7574910765648882,5,33254.85090631718,100.0
calendar_94,calendar,14,1,3.4345729403659635,0.5730046596340367,5,14803.718821097891,100.0
calendar_95,calendar,14,1,3.3040347647259143,0.7035428352740865,5,14412.104294177743,100.0
calendar_92,calendar,14,1,3.407375972756376,0.6002016272436241,5,14722.127918269129,100.0
calendar_93,calendar,14,1,3.346688747132489,0.6608888528675101,5,14540.066241397468,100.0
calendar_94,calendar,14,2,3.350848417044831,0.6567291829551684,5,24356.264072232385,100.0
calendar_95,calendar,14,2,3.362757580382723,0.6448200196172765,5,24000.37703532591,100.0
calendar_92,calendar,14,2,3.3533754996454737,0.6542021003545279,5,24282.25441720555,100.0
calendar_93,calendar,14,2,3.295056818524788,0.712520781475212,5,23925.23669697183,100.0
calendar_94,calendar,14,3,3.2893862416609796,0.7181913583390213,5,33724.422797215324,100.0
calendar_95,calendar,14,3,3.436527131826882,0.5710504681731172,5,33809.95843080655,100.0
calendar_92,calendar,14,3,3.271628303160884,0.7359492968391165,5,33597.1393266882,100.0
calendar_93,calendar,14,3,3.3263539239047946,0.681223676095205,5,33404.29846868622,100.0
calendar_96,calendar,14,1,3.3838953405619594,0.6236822594380422,5,14651.686021685879,100.0
calendar_97,calendar,14,1,3.3833821597235882,0.6241954402764119,5,14650.146479170764,100.0
calendar_98,calendar,14,1,3.4053372941584303,0.602240305841571,5,14716.011882475292,100.0
calendar_99,calendar,14,1,3.3231963863422855,0.684381213657716,5,14469.589159026857,100.0
calendar_96,calendar,14,2,3.3132915512040952,0.6942860487959053,5,24091.560675298162,100.0
calendar_97,calendar,14,2,3.354887071963819,0.6526905280361802,5,24214.80769506222,100.0
calendar_98,calendar,14,2,3.3439504763066576,0.6636271236933419,5,24247.863311395267,100.0
calendar_99,calendar,14,2,3.3590492413305246,0.6485283586694768,5,24046.736883018428,100.0
calendar_96,calendar,14,3,3.315035403329785,0.6925421966702137,5,33536.666885287515,100.0
