run_id,strategy,calendar_interval,season,grain_tha,pest_loss_tha,spray_count,end_money
calendar_81,calendar,14,3,3.0605883777412446,0.9469892222587563,5,30488.284136470866
calendar_86,calendar,14,1,3.033655052452047,0.9739225475479525,5,13600.965157356142
calendar_87,calendar,14,1,3.0563880415015756,0.9511895584984258,5,13669.164124504727
calendar_84,calendar,14,1,2.9331610035981583,1.0744165964018408,5,13299.483010794474
calendar_85,calendar,14,1,2.9525346286676837,1.0550429713323168,5,13357.603886003051
calendar_86,calendar,14,2,3.1144571268835612,0.8931204731164387,5,22444.336538006828
calendar_87,calendar,14,2,2.875440424886651,1.1321371751133493,5,21795.48539916468
calendar_84,calendar,14,2,3.035576874635774,0.972000725364226,5,21906.213634701795
calendar_85,calendar,14,2,2.994591085727864,1.012986514272136,5,21841.377143186644
calendar_86,calendar,14,3,2.962522355552924,1.045055244447076,5,30831.9036046656
calendar_87,calendar,14,3,2.9964718224041946,1.0111057775958054,5,30284.900866377266
calendar_84,calendar,14,3,2.928693229499533,1.0788843705004671,5,30192.293323200392
calendar_85,calendar,14,3,3.0195750007081865,0.9880025992918132,5,30400.102145311204
calendar_90,calendar,14,1,2.847343343771821,1.1602342562281787,5,13042.030031315464
calendar_91,calendar,14,1,2.9626630494697803,1.0449145505302213,5,13387.98914840934
calendar_88,calendar,14,1,3.1279523801939666,0.8796252198060333,5,13883.8571405819
calendar_89,calendar,14,1,3.017351329137117,0.9902262708628835,5,13552.053987411351
calendar_90,calendar,14,2,2.9161767139938837,1.091400886006116,5,21290.560173297115
calendar_91,calendar,14,2,3.106380947351509,0.9011966526484915,5,22207.131990463866
calendar_88,calendar,14,2,3.030646176893306,0.976931423106694,5,22475.795671261818
calendar_89,calendar,14,2,3.1412236374778786,0.866353962522121,5,22475.724899844987
calendar_90,calendar,14,3,3.0669969267121333,0.9405806732878667,5,29991.550953433514
calendar_91,calendar,14,3,2.964261002047582,1.0433165979524182,5,30599.91499660661
calendar_88,calendar,14,3,3.099371830595915,0.9082057694040847,5,31273.91116304956
calendar_89,calendar,14,3,2.983124364932883,1.0244532350671167,5,30925.097994643635
calendar_94,calendar,14,1,3.0746608676794542,0.9329167323205458,5,13723.982603038363
calendar_95,calendar,14,1,2.897589486718276,1.1099881132817253,5,13192.768460154828
calendar_92,calendar,14,1,3.099337822020229,0.9082397779797716,5,13798.013466060687
calendar_93,calendar,14,1,3.083111757253795,0.9244658427462065,5,13749.335271761385
calendar_94,calendar,14,2,2.889211566128742,1.118366033871258,5,21891.617301424587
calendar_95,calendar,14,2,3.071318577308297,0.9362590226917026,5,21906.724192079717
calendar_92,calendar,14,2,2.9922304535161333,1.0153471464838677,5,22274.704826609086
calendar_93,calendar,14,2,3.204681862036375,0.8028957379636239,5,22863.38085787051
calendar_94,calendar,14,3,2.994375825466812,1.0132017745331878,5,30374.74477782502
calendar_95,calendar,14,3,3.0436392948020115,0.9639383051979894,5,30537.642076485754
calendar_92,calendar,14,3,3.0590338102984282,0.9485437897015718,5,30951.806257504373
calendar_93,calendar,14,3,3.0025259854588326,1.005051614541169,5,31370.95881424701
calendar_98,calendar,14,1,2.9946192190791554,1.012958380920845,5,13483.857657237466
calendar_99,calendar,14,1,3.0860122119288618,0.9215653880711401,5,13758.036635786586
calendar_96,calendar,14,1,3.2177950809055846,0.7897825190944159,5,14153.385242716753
calendar_97,calendar,14,1,3.00925122328075,0.9983263767192518,5,13527.75366984225
calendar_98,calendar,14,2,2.9883557080477234,1.0192218919522753,5,21948.924781380636
calendar_99,calendar,14,2,3.0951729309421756,0.9124046690578227,5,22543.555428613116
