run_id,strategy,season,grain_tha,pest_loss_tha,spray_count,end_money
threshold_112,threshold,3,3.387205588813424,0.6203720111865769,8,33132.76708464458
threshold_113,threshold,3,3.3972944766275455,0.6102831233724557,8,33454.07653077305
threshold_118,threshold,1,3.3863686412989247,0.6212089587010755,8,14359.105923896774
threshold_119,threshold,1,3.370367993291187,0.6372096067088147,8,14311.10397987356
threshold_116,threshold,1,3.3970042264691074,0.6105733735308941,8,14391.012679407322
threshold_117,threshold,1,3.3985333649944103,0.6090442350055905,8,14395.60009498323
threshold_118,threshold,2,3.3917398606213003,0.6158377393787008,8,23734.325505760673
threshold_119,threshold,2,3.4071916181212423,0.6003859818787582,8,23732.67883423729
threshold_116,threshold,2,3.3948788630063182,0.6126987369936832,9,23675.649268426278
threshold_117,threshold,2,3.4043422916333315,0.6032353083666695,8,23808.626969883226
threshold_118,threshold,3,3.411838828473762,0.5957387715262391,8,33169.84199118196
threshold_119,threshold,3,3.396203075991615,0.6113745240083852,7,33221.28806221213
threshold_116,threshold,3,3.3911262186246365,0.6164513813753647,8,33049.027924300186
threshold_117,threshold,3,3.393628910703085,0.6139486892969164,8,33189.51370199248
calendar_0,calendar,1,3.4497817249675937,0.5577958750324072,10,14349.34517490278
calendar_1,calendar,1,3.452161132898703,0.555416467101297,10,14356.48339869611
